Artikelnummer (AR+[ID])	Artikelnummer Systemfremd	Artikelgruppe	Artikelname Vermietung	Artikelkurzbeschreibung Vermietung	Vermietpreis Min	Vermietpreis Soll	Vermietpreis UVP	Artikelname Verkauf	Artikelkurzbeschreibung Verkauf	Herstellerfirma	Verkaufpreis Min	Verkaufpreis Soll	Verkaufpreis UVP	ArtikelSeriennummer	Anzahl Equipments	Anzahl eigene Equipments	Anzahl fremde Equipments	Anzahl in Werkstatt	Anzahl verkauft	EK netto	Anmietpreis	Höhe [mm]	Breite [mm]	Länge [mm]	Gewicht [kg]	Anschlussleistung [W]	
AR266	 - 	Mikrofon drahtlos	Shure GLXD24E sm58	Shure GLXD24E sm58	 - 	30.00	 - 	Shure GLXD24E	 - 	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR443	 - 	Mikrofon drahtlos	Sennheiser EW 300 G3, EW 835, Handsender+Bodypack 	Sennheiser EW 300 G3, EW 835 Handsender+Bodypack  Kapsel 835,865,940,965	35	45	55	Sennheiser EW 300 G3, EW 835 Handsender+Bodypack 	Sennheiser EW 300 G3, EW 835 Handsender+Bodypack 	Sennheiser	 - 	 - 	 - 	 - 	7	7	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR669	 - 	Mikrofon drahtlos	Shure ULXD4D Dual System mit 2 x ULXD2 B58	Shure ULXD4D Dual System mit 2 x ULXD2 Handmike Beta58A	80	100	120	Shure ULXD4D Dual System mit 2 x ULXD2 Handmike Be	Shure ULXD4D Dual System mit 2 x ULXD2 Handmike Beta58A	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	10.000	0
AR94	 - 	Mikrofon kabelgebunden	Shure beta 87	SHURE BETA 87A Supercardioid Kondensator Vocal Mikrofon	5	7	10	Shure Beta 87	SHURE BETA 87A Supercardioid Kondensator Vocal Mikrofon	NULL	 - 	 - 	 - 	 - 	5	5	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR97	 - 	Mikrofon kabelgebunden	Audio-Technica AE 610	Audio-Technica AE 610 Dynamisches Gesangsmikrofon mit Hyperniere-Richtercharakteristik	5	7	10	Audio-Technica AE 610	Audio-Technica AE 610	NULL	110	140	149	 - 	2	2	0	0	0	87.00	 - 	 - 	 - 	 - 	0.000	0
AR123	 - 	Mikrofon kabelgebunden	Shure MXC416 Konferenzmikro/Anlage	Shure MXC416 Schwanenhals-Kondensatormikrofon          - 12"-Schwanenhals (30,5 cm)      - integrierter Vorverstärker     - Erschütterungsabsorber     - Befestigungsflansch     - Taster zur Stummschaltung mit LED-Kontrolle.	15	20	30	Shure MXC416	Shure MXC416	NULL	 - 	 - 	 - 	 - 	17	17	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR224	 - 	Mikrofon kabelgebunden	Shure Sm58	Shure Sm58	 - 	7	 - 	SENNHEISER MD421-IIShure Sm58	Shure Sm58	NULL	 - 	 - 	 - 	 - 	2	0	2	0	0	10	 - 	215	49	46	0.000	0
AR322	 - 	Mikrofon kabelgebunden	Shure Beta 58 Mikorfon Dynamisch	Shure Beta 58 Mikorfon Dynamisch	5	7	8.5	Shure Beta 58 Mikorfon Dynamisch	Shure Beta 58 Mikorfon Dynamisch	NULL	 - 	 - 	 - 	 - 	8	8	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR323	 - 	Mikrofon kabelgebunden	Sennheiser E835 Mikrofon dynamisch	Sennheiser E835 Mikrofon dynamisch	5	7	8	Sennheiser E835 Mikrofon dynamisch	Sennheiser E835 Mikrofon dynamisch	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR635	 - 	Mikrofon kabelgebunden	Telefunken TF51 inkl. case	Typ: Kondensator-Druckgradientenempfänger Kapsel: TK51 Frequenzbereich: 20Hz - 20 kHz Richtcharakteristik: Niere, Kugel und Acht Empfindlichkeit: 19 mV/Pa Impedanz: 300 Ohm Grenzschalldruckpegel: 128dB Röhren-Typ: 6072A	45	55	70	Telefunken TF51 inkl. case	Typ: Kondensator-Druckgradientenempfänger Kapsel: TK51 Frequenzbereich: 20Hz - 20 kHz Richtcharakteristik: Niere, Kugel und Acht Empfindlichkeit: 19 mV/Pa Impedanz: 300 Ohm Grenzschalldruckpegel: 128dB Röhren-Typ: 6072A	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	1.000	0
AR9	 - 	Mischpulte Ton	YAMAHA QL1 Digital Mixer	    Kanäle: 32 Mono-, Stereo-8     Busse: 16-Mix, 8-Matrix (Input zu Matrix unterstützt)     Local I/O: 16, 8     Fader-Konfiguration: 16 + 2 (Master) Netzleitung Schukostecker auf Kaltgera&#776;tebuchse Pultleuchte für Yamaha PM5D, QL5, CL5 und MA dot2 Transportkoffer für Yamaha QL1 Digital Mischpult    	100	110	120	YAMAHA QL1 Digital Mixer	    Kanäle: 32 Mono-, Stereo-8     Busse: 16-Mix, 8-Matrix (Input zu Matrix unterstützt)     Local I/O: 16, 8     Fader-Konfiguration: 16 + 2 (Master)   	NULL	 - 	 - 	 - 	 - 	3	2	1	0	0	70.00	 - 	272	468	562	14.700	135
AR36	 - 	Mischpulte Ton	YAMAHA M7CL	48 Mono + 4 Stereo	200	250	290	YAMAHA M7CL	48 Mono + 4 Stereo	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	272	1274	701	50.000	0
AR61	 - 	Mischpulte Ton	Allen  Heath SQ 548 Digital-Mischpult	96kHz FPGA-Verarbeitung 48 Eingangskanäle 17 Fader / 6 Ebenen 12 Stereomischungen + LR 3 Stereomatrix 8 Stereo FX Engines + zugehörige Returns "7" kapazitiver Touchscreen SLink-Anschluss für Remote-Audio / -Erweiterung 64-Kanal-E/A-Anschluss für Audio-Netzwerke 32×32 USB-Audio-Schnittstelle SQ-Drive Direktaufnahme auf USB AES-Ausgang	70	80	90	Allen  Heath SQ 548 Digital-Mischpult	96kHz FPGA-Verarbeitung 48 Eingangskanäle 17 Fader / 6 Ebenen 12 Stereomischungen + LR 3 Stereomatrix 8 Stereo FX Engines + zugehörige Returns "7" kapazitiver Touchscreen SLink-Anschluss für Remote-Audio / -Erweiterung 64-Kanal-E/A-Anschluss für Audio-Netzwerke 32×32 USB-Audio-Schnittstelle SQ-Drive Direktaufnahme auf USB AES-Ausgang	NULL	 - 	 - 	2444	 - 	1	1	0	0	0	 - 	 - 	198	440	514	10.500	0
AR92	 - 	Mischpulte Ton	Allen & Heath Zed 10Fx	4 mic/line inputs, 2 with Class A FET high impedance inputs Neutrik mic XLR Neutrik 1/4 inch jacks 3 band EQ with MusiQ 1 pre-fade Aux send	15	25	30	Allen & Heath Zed 10Fx	4 mic/line inputs, 2 with Class A FET high impedance inputs Neutrik mic XLR Neutrik 1/4 inch jacks 3 band EQ with MusiQ 1 pre-fade Aux send	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	95	336	275	3.300	0
AR188	 - 	Mischpulte Ton	Soundcraft Signature 10 	Soundcraft Signature 10      6 Mono-Kanäle (Mic/Line)     2 Stereo-Kanäle     2 Subgruppen     3-Band EQ mit durchstimmbaren Mitten     dbx Kompressor/Limiter in 2 Kanälen     3 Aux Sends (Pre/Post schaltbar)     USB 2-Track Recording/Playback	15	20	25	Soundcraft Signature 10 	Soundcraft Signature 10      6 Mono-Kanäle (Mic/Line)     2 Stereo-Kanäle     2 Subgruppen     3-Band EQ mit durchstimmbaren Mitten     dbx Kompressor/Limiter in 2 Kanälen     3 Aux Sends (Pre/Post schaltbar)     USB 2-Track Recording/Playback	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	235,45	 - 	 - 	 - 	 - 	0.000	0
AR341	 - 	Mischpulte Ton	Yamaha digitale Stagebox RIO3224-D	Yamaha digitale Stagebox RIO3224-D	40	45	50	Yamaha digitale Stagebox RIO3224-D	Yamaha digitale Stagebox RIO3224-D	NULL	 - 	 - 	 - 	 - 	2	0	2	0	0	50	 - 	362	480	232	12.400	0
AR363	 - 	Mischpulte Ton	Allen & Heath Qu 16 Digitalmischpult	Allen & Heath Qu 16 Digitalmischpult	 - 	85.00	 - 	Allen & Heath Qu 16 Digitalmischpult	Allen & Heath Qu 16 Digitalmischpult	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	10.000	0
AR379	 - 	Mischpulte Ton	Yamaha CL5 Digitalmischpult	64 Kanal Konsole 	 - 	200	 - 	Yamaha CL5	64 Kanal Konsole 	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	 - 	 - 	299	1053	667	36.000	0
AR416	 - 	Mischpulte Ton	Yamaha QL5 Digital	Yamaha QL5 Digital 2 PULTLEUCHTE XLR 4PStück Pultleuchte für Yamaha PM, QL, CL und MA dot 1 KALTGERÄTE KABELStück Netzleitung Schukostecker auf Kaltgerätebuchse 1 CASE QL5Stück Transportcase Yamaha QL-5	220.00	230.00	250.00	Yamaha QL5 Digital	Yamaha QL5 Digital 2 PULTLEUCHTE XLR 4PStück Pultleuchte für Yamaha PM, QL, CL und MA dot 1 KALTGERÄTE KABELStück Netzleitung Schukostecker auf Kaltgerätebuchse 1 CASE QL5Stück Transportcase Yamaha QL-5	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	160.00	 - 	272	828	563	21.800	0
AR442	 - 	Mischpulte Ton	Behringer X32 Rack Digitalpult	Behringer X32 Rack Digitalpult 32 Kanäle 16 XLR Mic/Line Eingänge 8 Stereo FX Returns 25 Busse 6 Matrix Busse mit Insert 6 Mute Gruppen 8 DCA Gruppen 8 XLR Ausgänge 6 Aux In über 6,3 mm Klinke (wahlweise 2 über Cinch) 6 Aux Out über 6,3 mm Klinke (wahlweise 2 über Cinch) regelbarer Kopfhöreranschluss 32 x 32 USB Audio Interface	60	70	80	Behringer X32 Digitalpult	Behringer X32 Digitalpult	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	132	483	387	6.500	0
AR467	 - 	Mischpulte Ton	Behringer X32 Digitalmixer	32 XLR MicLine Eingänge8 Stereo FX Returns16 Mix Busse6 Matrix Busse mit Insert6 Mute Gruppen	70	80	90	Behringer X32 Digitalmixer	32 XLR MicLine Eingänge8 Stereo FX Returns16 Mix Busse6 Matrix Busse mit Insert6 Mute Gruppen	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	230	900	550	20.000	0
AR500	 - 	Mischpulte Ton	Allen&Heath AR2412	Allen&Heath AR2412 24 XLR Input / 12 XLR Output  48kHz  dSNAKE Connection with locking Ethercon port Expander Ethercon port for connection to an AR84 or AB168 Dedicated port for ME personal mixing system Rack mountable	45	55	60	Allen&Heath AR2412	Allen&Heath AR2412 24 XLR Input / 12 XLR Output  48kHz  dSNAKE Connection with locking Ethercon port Expander Ethercon port for connection to an AR84 or AB168 Dedicated port for ME personal mixing system Rack mountable	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	137	207	482	5.000	0
AR528	 - 	Mischpulte Ton	Allen & Heath Dante 128 Erweiterungskarte	Allen & Heath Dante 128 Erweiterungskarte	100	100	100	Allen & Heath Dante 128 Erweiterungskarte	Allen & Heath Dante 128 Erweiterungskarte	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	80	 - 	 - 	 - 	 - 	0.000	0
AR529	 - 	Mischpulte Ton	Allen & Heath dLive C Class C3500 Mischpult	Allen & Heath dLive C Class C3500 Mischpult	390	425	450	Allen & Heath dLive C Class C3500 Mischpult	Allen & Heath dLive C Class C3500 Mischpult	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	336	 - 	325	885	665	28.000	0
AR530	 - 	Mischpulte Ton	Allen & Heath dLive C Class CDM48 48/24 Stagebox	Allen & Heath dLive C Class CDM48 48/24 Stagebox	 - 	 - 	 - 	Allen & Heath dLive C Class CDM48 48/24 Stagebox	Allen & Heath dLive C Class CDM48 48/24 Stagebox	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	 - 	 - 	430	600	470	32.000	0
AR531	 - 	Mischpulte Ton	Allen & Heath M-DANTE-A card	Allen & Heath M-DANTE-A card	 - 	 - 	 - 	Allen & Heath M-DANTE-A card	Allen & Heath M-DANTE-A card	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR556	 - 	Mischpulte Ton	Midas M32 Digital Mischpult	Midas M32 Digital Mischpult	80	90	100	Midas M32 Digital Mischpult	Midas M32 Digital Mischpult	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR557	 - 	Mischpulte Ton	Yamaha digitale Stagebox RIO 1608-D	Yamaha digitale Stagebox RIO 1608-D	30	35	40	Yamaha digitale Stagebox RIO 1608-D	Yamaha digitale Stagebox RIO 1608-D	NULL	20	25	30	 - 	1	0	1	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR596	 - 	Mischpulte Ton	Mackie 1202-VLZ4 12-Channel Mic/Line Mixer	Mackie 1202-VLZ4 12-Channel Mic/Line Mixer	 - 	35	 - 	Mackie 1202-VLZ4 12-Channel Mic/Line Mixer	Mackie 1202-VLZ4 12-Channel Mic/Line Mixer	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	16	 - 	 - 	 - 	 - 	0.000	0
AR641	 - 	Mischpulte Ton	ETHERNET SWITCH 8 GB	Netzwerkswitch HP Procurve 2530-8G	 - 	 - 	 - 	ETHERNET SWITCH 8 GB	Netzwerkswitch HP Procurve 2530-8G	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR645	 - 	Mischpulte Ton	DiGiCo S21 mit DMI Dante Card	96 kHz Sample Rate bis 64 Input Kanäle 16 Flexi Aux / Sub-Group Busses LR Master Bus 10 x 8 Full Processing Matrix 24 XLR Eingänge 12 XLR Ausgänge 2 Solo 21 dynamische Equalizer 21 zuweisbare DiGiTuBes 21 zuweisbare Multiband Kompressoren 8 Digital FX 16 zuweisbare grafische Equalizer	 - 	 - 	 - 	DiGiCo S21	96 kHz Sample Rate 48 Flexi Input Kanäle 16 Flexi Aux / Sub-Group Busses LR Master Bus 10 x 8 Full Processing Matrix 24 XLR Eingänge 12 XLR Ausgänge 2 Solo 21 dynamische Equalizer 21 zuweisbare DiGiTuBes 21 zuweisbare Multiband Kompressoren 8 Digital FX 16 zuweisbare grafische Equalizer	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	295	763	586	0.000	0
AR646	 - 	Mischpulte Ton	DiGiCo A168 Digital Stage Box	16 Mic Preamps on XLR with Phantom Power status LEDs 8 XLR Line Outs Proprietary CAT5e connection via new DiGiCo A3232 protocol 2 x A3232 Port for expansion or redundancy 	35	40	50	DiGiCo A168 Digital Stage Box	16 Mic Preamps on XLR with Phantom Power status LEDs 8 XLR Line Outs Proprietary CAT5e connection via new DiGiCo A3232 protocol 2 x A3232 Port for expansion or redundancy 	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	183	421	194	7.000	0
AR251	 - 	Musikinstrumente	Musser Xylophone Concert Frame Pro-Portable Kelon 	F4 - C8 Tuning 442 3.5 Octaves - ohne Schlagel	 - 	100	 - 	Musser Xylophone Concert Frame Pro-Portable Kelon 	F4 - C8 Tuning 442 3.5 Octaves - ohne Schlagel	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	100.00	 - 	 - 	 - 	 - 	0.000	0
AR627	 - 	Musikinstrumente	Double Base 3/4 with adjustable stand. 	Double Base 3/4 with adjustable stand. Preferably for Jazz performance. French or German Bass Bow * Doublabass Flightcase *	 - 	552	 - 	Double Base 3/4 with adjustable stand. 	Double Base 3/4 with adjustable stand. Preferably for Jazz performance. French or German Bass Bow * Doublabass Flightcase *	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	 - 	 - 	 - 	 - 	 - 	15.000	0
AR81	 - 	Nebel	Smoke Factory Tour Hazer Fluid 5L	Dunst-Fluid für Tour-Hazer DunsterzeugerKanister mit 5 l	25	30	40	Smoke Factory Tour Hazer Fluid 5L	Dunst-Fluid für Tour-Hazer DunsterzeugerKanister mit 5 l	NULL	 - 	 - 	 - 	 - 	4	2	2	0	0	 - 	 - 	 - 	 - 	 - 	5.000	0
AR95	 - 	Nebel	BeamZ SB1500LED Smoke & Bubble Machine RGB LEDs	Heating element 	1500W Tank capacity 	1.35l	20	25	35	BeamZ SB1500LED Smoke & Bubble Machine RGB LEDs	Heating element 	1500W Tank capacity 	1.35l	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	240	290	520	8.200	0
AR245	 - 	Nebel	Showtec SF-100	Showtec SF-100 Axialer Universal-Ventilator 	 - 	6	 - 	Showtec SF-100	Showtec SF-100 Axialer Universal-Ventilator	NULL	59.00	 - 	 - 	 - 	3	3	0	0	0	51.9	 - 	 - 	 - 	 - 	0.000	0
AR256	 - 	Nebel	Showtec Windmaschine	Showtec Windmaschine	 - 	10,00	 - 	Showtec Windmaschine	Showtec Windmaschine	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR298	 - 	Nebel	Nebelmaschine hazebase Vertical 1,3kW Standard	Nebelmaschine hazebase Vertical 1,3kW Standard "Heavy Fog" Fluid 5l Kanister	 - 	 - 	 - 	Nebelmaschine hazebase Vertical 1,3kW Standard	Nebelmaschine hazebase Vertical 1,3kW Standard "Heavy Fog" Fluid 5l Kanister	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR375	 - 	Nebel	hazebase base*hazer*pro Dunsterzeuger	hazebase base*hazer*pro Dunsterzeuger	 - 	50	 - 	hazebase base*hazer*pro Dunsterzeuger	hazebase base*hazer*pro Dunsterzeuger	NULL	 - 	 - 	 - 	 - 	2	2	0	0	0	 - 	 - 	189	589	549	18.000	0
AR376	 - 	Nebel	Nebelmaschine MDG Atmosphere ATMe	Nebelmaschine MDG Atmosphere ATMe CO2 Flaschen für Atmosphere 6kg/8l MDG Atmosphere Fluid 2,5l Kanister Case für MDG Atmosphere	 - 	50	 - 	Nebelmaschine MDG Atmosphere ATMe	Nebelmaschine MDG Atmosphere ATMe CO2 Flaschen für Atmosphere 6kg/8l MDG Atmosphere Fluid 2,5l Kanister Case für MDG Atmosphere	NULL	 - 	 - 	 - 	 - 	2	0	2	0	0	 - 	 - 	180	300	680	22.000	0
AR389	 - 	Nebel	ADJ Fog Fury Jett PRO	Technical Information: Optical: 28 x 3-Watt LEDs (6 Red, 7 Green, 6 Blue, 3 Amber & 6 UV LEDs) Output:  Output: 40,000 Cubic Feet/1.132m3 Per minute   Heater: 1450 Watts  Heat Up Time: 9 min  Fluid Type: Water Based Fog Fluid  Fluid Consumption: 150ml/min  On board control or Wireless DMX	25	35	45	ADJ Fog Fury Jett PRO	Technical Information: Optical: 28 x 3-Watt LEDs (6 Red, 7 Green, 6 Blue, 3 Amber & 6 UV LEDs) Output:  Output: 40,000 Cubic Feet/1.132m3 Per minute   Heater: 1450 Watts  Heat Up Time: 9 min  Fluid Type: Water Based Fog Fluid  Fluid Consumption: 150ml/min  On board control or Wireless DMX	NULL	 - 	 - 	 - 	 - 	2	2	0	0	0	 - 	 - 	 - 	 - 	 - 	9.500	0
AR424	 - 	Nebel	Entourage Professional 1400W DMX Haze Machine	Entourage Professional 1400W DMX Haze Machine	35	40	50	Entourage Professional 1400W DMX Haze Machine	Entourage Professional 1400W DMX Haze Machine	ADJ Supply Europe B.V.	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	249	 - 	 - 	21.500	0
AR459	 - 	Nebel	ADJ Entour Faze	ADJ Entour Faze Leistung: 450 W DMX steuerbar Tankinhalt: 3 Liter DMX-Kanäle: 1, 2 oder 4-Kanal-Modus Anschluss: 3-pol. XLR In / Out Digitalanzeige mit integrierten Bedienelementen Leistungsaufnahme: 465 W Abmessungen: 414 x 202 x 303 mm Gewicht: 4,5 kg	30	35	40	ADJ Entour Faze	ADJ Entour Faze Leistung: 450 W DMX steuerbar Tankinhalt: 3 Liter DMX-Kanäle: 1, 2 oder 4-Kanal-Modus Anschluss: 3-pol. XLR In / Out Digitalanzeige mit integrierten Bedienelementen Leistungsaufnahme: 465 W Abmessungen: 414 x 202 x 303 mm Gewicht: 4,5 kg	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	441	303	202	4.500	0
AR468	 - 	Nebel	Showtec SF-125 - Axialer Power-Ventilator 	Showtec SF-125 - Axialer Power-Ventilator 	7.5	10	15	Showtec SF-125 - Axialer Power-Ventilator 	Showtec SF-125 - Axialer Power-Ventilator 	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	545	252	500	7.500	0
AR527	 - 	Nebel	JEM AF-1 MkII 	JEM AF-1 MkII 	15	20	25	JEM AF-1 MkII 	JEM AF-1 MkII 	Martin Light	 - 	 - 	 - 	 - 	2	0	2	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR548	 - 	Nebel	  LF1500 Low Fog Machine 	LF1500 Low Fog Machine  Bodennebel 630 x 350 x 480mm	40	50	60	LF1500 Low Fog Machine	LF1500 Low Fog Machine  Bodennebel 630 x 350 x 480mm	NULL	 - 	 - 	 - 	 - 	2	2	0	0	0	 - 	 - 	480	350	630	25.600	0
AR597	 - 	Nebel	Vornado 633 Bodenventilator, schwarz	Vornado 633 Bodenventilator, schwarz	 - 	5	 - 	Vornado 633 Bodenventilator, schwarz	Vornado 633 Bodenventilator, schwarz	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	2	 - 	 - 	 - 	 - 	0.000	0
AR96	 - 	Personalstundensätze	Stunde Veranstaltungstechniker	Arbeitstunde eines Veranstaltungstechnikers	30	50	65	Stunde Veranstaltungstechniker	Arbeitstunde eines Veranstaltungstechnikers	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR124	 - 	Personalstundensätze	Musiker/ Saxophone	Musiker/ Saxophone	150	250	300	Musiker/ Saxophone	Musiker/ Saxophone	NULL	 - 	 - 	 - 	 - 	3	3	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR138	 - 	Personalstundensätze	Techniker Aufbau/Abbau Stunden Satz	Techniker Aufbau/Abbau Stunden Satz	 - 	 - 	 - 	Techniker Aufbau/Abbau Stunden Satz	Techniker Aufbau/Abbau Stunden Satz	NULL	 - 	65	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR186	 - 	Personalstundensätze	Techniker Umbau Stunden Satz inkl. Fahrtkosten	Montage/ Überprüfung der Anlage/ Reinigung	 - 	105,00	 - 	Techniker Umbau Stunden Satz	Montage/ Überprüfung der Anlage/ Reinigung	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR203	 - 	Personalstundensätze	Express Anlieferung	Express Anlieferung	 - 	 - 	 - 	Express Anlieferung	Express Anlieferung	NULL	 - 	45	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR205	 - 	Personalstundensätze	Reparatur-Service	Reparatur-Service	 - 	 - 	 - 	Reapratur-Service	Reapratur-Service	NULL	 - 	40	 - 	 - 	1	0	1	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR247	 - 	Personalstundensätze	Fahrer PKW/ Anlieferung	Fahrer PKW/ Anlieferung	 - 	 - 	 - 	Fahrer PKW/ Anlieferung	Fahrer PKW/ Anlieferung	NULL	 - 	50,00	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR253	 - 	Personalstundensätze	Auf und Abbau	Auf und Abbau	 - 	60	 - 	Auf und Abbau	Auf und Abbau	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	30,00	 - 	 - 	 - 	 - 	0.000	0
AR414	Personal(Fahrer)	Personalstundensätze	Personal(Fahrer)	Personal(Fahrer)	 - 	120,00	 - 	Personal(Fahrer)	Personal(Fahrer)	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR544	Sonderrabatt	Personalstundensätze	Sonderrabatt	Sonderrabatt	 - 	500,00	 - 	Sonderrabatt	Sonderrabatt	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR651	 - 	Personalstundensätze	Fehlersuche, Umstellung der Anlage	Fehlersuche, Umstellung der Anlage	 - 	 - 	 - 	Fehlersuche, Umstellung der Anlage	Fehlersuche, Umstellung der Anlage	NULL	 - 	60	 - 	 - 	1	0	1	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR652	 - 	Personalstundensätze	Gutschrift	Gutschrift	 - 	-100	 - 	Gutschrift	Gutschrift	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR52	 - 	Personaltagessätze	Veranstaltungstechniker	Arbeitstunde eines Veranstaltungstechnikers	270	340	370	Stunde Veranstaltungstechniker	Arbeitstunde eines Veranstaltungstechnikers	NULL	 - 	 - 	 - 	 - 	20	20	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR53	 - 	Personaltagessätze	Helfer Veranstaltungtechnik	Arbeitsstunde Veranstaltungshelfer	150	180	200	Stunde Veranstaltungshelfer	Arbeitsstunde Veranstaltungshelfer	NULL	 - 	 - 	 - 	 - 	5	5	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR54	 - 	Personaltagessätze	Lichttechniker  Operator 	Tagessatz 10 Std. Lichttechniker  Operator 	300	350	400	Lichttechniker  Operator 	Tagessatz 10 Std. Lichttechniker  Operator 	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR55	 - 	Personaltagessätze	Videoingeneur	Videoingeneur	550	600	650	Videoingeneur	Videoingeneur	NULL	 - 	 - 	 - 	 - 	25	25	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR58	 - 	Personaltagessätze	Unterkunft/ Übernachtung	Unterkunft/ Übernachtung	59	69	80	Unterkunft/ Übernachtung	Unterkunft/ Übernachtung	NULL	 - 	 - 	 - 	 - 	10	10	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR62	 - 	Personaltagessätze	Systemtechnicker/Soundingeneur 	1 Tagessatz - Veranstaltungstechniker Tour 	400	450	550	VeranstaltungstechnikOperator Tour	1 Tagessatz - Veranstaltungstechniker Tour 	NULL	 - 	 - 	 - 	 - 	2	2	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR184	 - 	Personaltagessätze	Anlieferung/ Einstellung	 - 	 - 	170,00	 - 	Anlieferung/ Einstellung	Anlieferung/ Einstellung	NULL	 - 	50,00	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR221	 - 	Personaltagessätze	Fahrer PKW	Fahrer PKW	 - 	50	 - 	Fahrer PKW	Fahrer PKW	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR356	 - 	Personaltagessätze	Tagesgeld  Spesen 	Tagesgeld  Spesen	 - 	25	25	Tagesgeld  Spesen	TaTagesgeld  Spesen	NULL	 - 	 - 	25	 - 	4	4	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
